"";"Nr";"Object";"N_Measurements";"purpose";"Special";"Commentary";"Site";"Region";"X"
"654";1640;"MAR_217";1;"pottery";"";"";"Marandet";"Marandet";NA
"655";1641;"MAR_217";2;"pottery";"";"";"Marandet";"Marandet";NA
"656";1642;"MAR_217";3;"pottery";"";"";"Marandet";"Marandet";NA
"657";1643;"MAR1_15";1;"pottery";"";"verunreinigt";"Marandet";"Marandet";NA
"658";1644;"MAR1_15";2;"pottery";"";"verunreinigt";"Marandet";"Marandet";NA
"659";1645;"MAR1_15";3;"pottery";"";"verunreinigt";"Marandet";"Marandet";NA
"660";1646;"MAR1_5";1;"pottery";"";"verunreinigt";"Marandet";"Marandet";NA
"661";1647;"MAR1_5";2;"pottery";"";"verunreinigt";"Marandet";"Marandet";NA
"662";1648;"MAR1_5";3;"pottery";"";"verunreinigt";"Marandet";"Marandet";NA
"663";1655;"KAG2_2";1;"pottery";"";"Zweitmessung";"Karey_Gorou";"Niger_Niamey";NA
"664";1656;"KAG2_2";2;"pottery";"";"Zweitmessung";"Karey_Gorou";"Niger_Niamey";NA
"665";1657;"KAG2_2";3;"pottery";"";"Zweitmessung";"Karey_Gorou";"Niger_Niamey";NA
"666";1661;"KAG5_3";1;"pottery";"";"Zweitmessung";"Karey_Gorou";"Niger_Niamey";NA
"667";1662;"KAG5_3";2;"pottery";"";"Zweitmessung";"Karey_Gorou";"Niger_Niamey";NA
"668";1663;"KAG5_3";3;"pottery";"";"Zweitmessung";"Karey_Gorou";"Niger_Niamey";NA
"669";1670;"TIE_78";1;"pottery";"";"Zweitmessung";"Tie";"Lake_Chad_East";NA
"670";1671;"TIE_78";2;"pottery";"";"Zweitmessung";"Tie";"Lake_Chad_East";NA
"671";1672;"TIE_78";3;"pottery";"";"Zweitmessung";"Tie";"Lake_Chad_East";NA
"672";1673;"TIE_81";1;"pottery";"";"Zweitmessung";"Tie";"Lake_Chad_East";NA
"673";1674;"TIE_81";2;"pottery";"";"Zweitmessung";"Tie";"Lake_Chad_East";NA
"674";1675;"TIE_81";3;"pottery";"";"Zweitmessung";"Tie";"Lake_Chad_East";NA
"675";1678;"TIE_12";1;"pottery";"";"Zweitmessung";"Tie";"Lake_Chad_East";NA
"676";1679;"TIE_12";2;"pottery";"";"Zweitmessung";"Tie";"Lake_Chad_East";NA
"677";1680;"TIE_12";3;"pottery";"";"Zweitmessung";"Tie";"Lake_Chad_East";NA
"678";1681;"ESS_19";1;"pottery";"";"Zweitmessung";"Essouk";"Essouk";NA
"679";1682;"ESS_19";2;"pottery";"";"Zweitmessung";"Essouk";"Essouk";NA
"680";1683;"ESS_19";3;"pottery";"";"Zweitmessung";"Essouk";"Essouk";NA
"681";1684;"ESS_9";1;"pottery";"";"Zweitmessung";"Essouk";"Essouk";NA
"682";1685;"ESS_9";2;"pottery";"";"Zweitmessung";"Essouk";"Essouk";NA
"683";1686;"ESS_9";3;"pottery";"";"Zweitmessung";"Essouk";"Essouk";NA
"684";1692;"MAR2_17";1;"pottery";"";"";"Marandet";"Marandet";NA
"685";1693;"MAR2_17";2;"pottery";"";"";"Marandet";"Marandet";NA
"686";1694;"MAR2_17";3;"pottery";"";"";"Marandet";"Marandet";NA
"687";1695;"MAR2_10";1;"pottery";"";"";"Marandet";"Marandet";NA
"688";1697;"MAR2_10";2;"pottery";"";"";"Marandet";"Marandet";NA
"689";1698;"MAR2_10";3;"pottery";"";"";"Marandet";"Marandet";NA
"690";1699;"MAR1_26";1;"pottery";"";"";"Marandet";"Marandet";NA
"691";1700;"MAR1_26";2;"pottery";"";"";"Marandet";"Marandet";NA
"692";1701;"MAR1_26";3;"pottery";"";"";"Marandet";"Marandet";NA
"693";1702;"MAR_Henkel";1;"pottery";"";"ueberpruefen";"Marandet";"Marandet";NA
"694";1703;"MAR_Henkel";2;"pottery";"";"ueberpruefen";"Marandet";"Marandet";NA
"695";1705;"MAR_Henkel";3;"pottery";"";"ueberpruefen";"Marandet";"Marandet";NA
"696";1708;"MAR2_0";1;"pottery";"";"";"Marandet";"Marandet";NA
"697";1709;"MAR2_0";2;"pottery";"";"";"Marandet";"Marandet";NA
"698";1710;"MAR2_0";3;"pottery";"";"";"Marandet";"Marandet";NA
"699";1722;"LAM_2";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"700";1723;"LAM_2";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"701";1724;"LAM_2";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"702";1725;"LAM_3";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"703";1726;"LAM_3";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"704";1727;"LAM_3";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"705";1728;"LAM_4";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"706";1729;"LAM_4";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"707";1730;"LAM_4";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"708";1731;"LAM_5";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"709";1732;"LAM_5";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"710";1733;"LAM_5";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"711";1734;"LAM_6";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"712";1735;"LAM_6";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"713";1736;"LAM_6";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"714";1737;"LAM_7";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"715";1738;"LAM_7";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"716";1739;"LAM_7";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"717";1740;"LAM_8";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"718";1741;"LAM_8";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"719";1744;"LAM_8";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"720";1745;"LAM_9";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"721";1746;"LAM_9";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"722";1747;"LAM_9";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"723";1748;"LAM_10";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"724";1749;"LAM_10";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"725";1750;"LAM_10";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"726";1751;"LAM_11";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"727";1752;"LAM_11";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"728";1753;"LAM_11";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"729";1754;"LAM_12";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"730";1755;"LAM_12";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"731";1756;"LAM_12";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"732";1757;"LAM_13";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"733";1758;"LAM_13";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"734";1759;"LAM_13";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"735";1760;"LAM_14";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"736";1761;"LAM_14";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"737";1762;"LAM_14";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"738";1763;"LAM_15";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"739";1764;"LAM_15";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"740";1765;"LAM_15";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"741";1768;"LAM_16";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"742";1769;"LAM_16";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"743";1770;"LAM_16";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"744";1771;"LAM_17";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"745";1772;"LAM_17";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"746";1773;"LAM_17";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"747";1774;"LAM_18";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"748";1775;"LAM_18";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"749";1776;"LAM_18";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"750";1777;"LAM_19";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"751";1778;"LAM_19";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"752";1779;"LAM_19";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"753";1780;"LAM_20";1;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"754";1781;"LAM_20";2;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"755";1782;"LAM_20";3;"pottery";"";"";"Lamadji";"Lake_Chad_Southeast";NA
"756";1783;"DA_56";1;"pottery";"";"";"Dotsm Awaki";"Zinder";NA
"757";1784;"DA_56";2;"pottery";"";"";"Dotsm Awaki";"Zinder";NA
"758";1785;"DA_56";3;"pottery";"";"";"Dotsm Awaki";"Zinder";NA
"759";1786;"DA_57";1;"pottery";"";"";"Dotsm Awaki";"Zinder";NA
"760";1787;"DA_57";2;"pottery";"";"";"Dotsm Awaki";"Zinder";NA
"761";1788;"DA_57";3;"pottery";"";"";"Dotsm Awaki";"Zinder";NA
"762";1789;"KK_50";1;"pottery";"";"";"Kufan Kanawa";"Zinder";NA
"763";1790;"KK_50";2;"pottery";"";"";"Kufan Kanawa";"Zinder";NA
"764";1791;"KK_50";3;"pottery";"";"";"Kufan Kanawa";"Zinder";NA
"765";1794;"KK_54";1;"pottery";"";"";"Kufan Kanawa";"Zinder";NA
"766";1795;"KK_54";2;"pottery";"";"";"Kufan Kanawa";"Zinder";NA
"767";1796;"KK_54";3;"pottery";"";"";"Kufan Kanawa";"Zinder";NA
"768";1797;"KK_52";1;"pottery";"";"";"Kufan Kanawa";"Zinder";NA
"769";1798;"KK_52";2;"pottery";"";"";"Kufan Kanawa";"Zinder";NA
"770";1799;"KK_52";3;"pottery";"";"";"Kufan Kanawa";"Zinder";NA
"771";1800;"DA_58";1;"pottery";"";"";"Dotsm Awaki";"Zinder";NA
"772";1801;"DA_58";2;"pottery";"";"";"Dotsm Awaki";"Zinder";NA
"773";1802;"DA_58";3;"pottery";"";"";"Dotsm Awaki";"Zinder";NA
"774";1803;"GN_75";1;"pottery";"";"";"Ganuwa";"Zinder";NA
"775";1804;"GN_75";2;"pottery";"";"";"Ganuwa";"Zinder";NA
"776";1805;"GN_75";3;"pottery";"";"";"Ganuwa";"Zinder";NA
"777";2089;"MDA_1";1;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"778";2090;"MDA_1";2;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"779";2091;"MDA_1";3;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"780";2092;"MDA_2";1;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"781";2093;"MDA_2";2;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"782";2095;"MDA_2";3;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"783";2096;"MDA_3";1;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"784";2097;"MDA_3";2;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"785";2098;"MDA_3";3;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"786";2099;"MDA_4";1;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"787";2100;"MDA_4";2;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"788";2102;"MDA_4";3;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"789";2103;"MDA_5";1;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"790";2106;"MDA_5";2;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"791";2107;"MDA_5";3;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"792";2108;"MDA_6";1;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"793";2109;"MDA_6";2;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"794";2110;"MDA_6";3;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"795";2111;"MDA_7";1;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"796";2112;"MDA_7";2;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"797";2113;"MDA_7";3;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"798";2114;"MDA_8";1;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"799";2115;"MDA_8";2;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"800";2116;"MDA_8";3;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"801";2117;"MDA_9";1;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"802";2118;"MDA_9";2;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"803";2119;"MDA_9";3;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"804";2123;"MDA_10";1;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"805";2124;"MDA_10";2;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"806";2125;"MDA_10";3;"pottery";"";"";"Mdaga";"Lake_Chad_Southeast";NA
"807";2137;"MDA_11?";1;"pottery";"";"uncertain_loc";"Mdaga";"Lake_Chad_Southeast";NA
"808";2138;"MDA_11?";2;"pottery";"";"uncertain_loc";"Mdaga";"Lake_Chad_Southeast";NA
"809";2139;"MDA_11?";3;"pottery";"";"uncertain_loc";"Mdaga";"Lake_Chad_Southeast";NA
"810";2356;"GN_55";1;"pottery";"";"";"Ganuwa";"Zinder";NA
"811";2357;"GN_55";2;"pottery";"";"";"Ganuwa";"Zinder";NA
"812";2359;"GN_55";3;"pottery";"";"";"Ganuwa";"Zinder";NA
"813";2515;"MAR_1001";1;"melting_pot";"";"";"Marandet";"Marandet";NA
"814";2516;"MAR_1001";2;"melting_pot";"";"";"Marandet";"Marandet";NA
"815";2517;"MAR_1001";3;"melting_pot";"";"";"Marandet";"Marandet";NA
"816";2518;"MAR_1002";1;"melting_pot";"";"";"Marandet";"Marandet";NA
"817";2519;"MAR_1002";2;"melting_pot";"";"";"Marandet";"Marandet";NA
"818";2520;"MAR_1002";3;"melting_pot";"";"";"Marandet";"Marandet";NA
"819";2523;"MAR_1003";1;"melting_pot";"";"";"Marandet";"Marandet";NA
"820";2524;"MAR_1003";2;"melting_pot";"";"";"Marandet";"Marandet";NA
"821";2525;"MAR_1003";3;"melting_pot";"";"";"Marandet";"Marandet";NA
"822";2546;"MAR_218";1;"pottery";"";"";"Marandet";"Marandet";NA
"823";2547;"MAR_218";2;"pottery";"";"";"Marandet";"Marandet";NA
"824";2548;"MAR_218";3;"pottery";"";"";"Marandet";"Marandet";NA
"825";2557;"ZIL_1";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"826";2558;"ZIL_1";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"827";2559;"ZIL_1";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"828";2560;"ZIL_4";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"829";2561;"ZIL_4";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"830";2562;"ZIL_4";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"831";2563;"ZIL_5";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"832";2564;"ZIL_5";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"833";2565;"ZIL_5";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"834";2567;"ZIL_6";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"835";2568;"ZIL_6";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"836";2571;"ZIL_6";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"837";2572;"ZIL_7";1;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"838";2573;"ZIL_7";2;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"839";2574;"ZIL_7";3;"pottery";"";"";"Zillum";"Lake_Chad_Southwest";NA
"840";2611;"KAM_DR";1;"pottery";"";"";"Kamaka";"Lake_Chad_East";NA
"841";2612;"KAM_DR";2;"pottery";"";"";"Kamaka";"Lake_Chad_East";NA
"842";2613;"KAM_DR";3;"pottery";"";"";"Kamaka";"Lake_Chad_East";NA
"843";2748;"GAR2_17";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"844";2749;"GAR2_17";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"845";2750;"GAR2_17";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"846";2751;"GAR2_18";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"847";2752;"GAR2_18";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"848";2753;"GAR2_18";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"849";2754;"GAR2_19";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"850";2755;"GAR2_19";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"851";2756;"GAR2_19";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"852";2759;"GAR2_20";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"853";2760;"GAR2_20";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"854";2761;"GAR2_20";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"855";2762;"GAR2_21";1;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"856";2763;"GAR2_21";2;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"857";2764;"GAR2_21";3;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"858";2765;"GAR2_22";1;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"859";2766;"GAR2_22";2;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"860";2767;"GAR2_22";3;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"861";2768;"GAR2_23";1;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"862";2769;"GAR2_23";2;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"863";2770;"GAR2_23";3;"spindle";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"864";2771;"GAR2_24";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"865";2772;"GAR2_24";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"866";2773;"GAR2_24";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"867";2774;"GAR2_25";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"868";2775;"GAR2_25";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"869";2776;"GAR2_25";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"870";2777;"GAR2_26";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"871";2778;"GAR2_26";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"872";2779;"GAR2_26";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"873";2789;"GAR2_27";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"874";2791;"GAR2_27";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"875";2792;"GAR2_27";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"876";2793;"GAR2_28";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"877";2794;"GAR2_28";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"878";2795;"GAR2_28";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"879";2796;"GAR2_29";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"880";2797;"GAR2_29";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"881";2798;"GAR2_29";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"882";2799;"GAR2_30";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"883";2800;"GAR2_30";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"884";2801;"GAR2_30";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"885";2802;"GAR2_31";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"886";2803;"GAR2_31";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"887";2804;"GAR2_31";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"888";2806;"GAR2_32";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"889";2809;"GAR2_32";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"890";2810;"GAR2_32";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"891";2811;"GAR2_33";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"892";2812;"GAR2_33";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"893";2813;"GAR2_33";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"894";2814;"GAR2_34";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"895";2815;"GAR2_34";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"896";2816;"GAR2_34";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"897";2819;"GAR2_35";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"898";2820;"GAR2_35";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"899";2821;"GAR2_35";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"900";2823;"GAR2_36";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"901";2824;"GAR2_36";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"902";2825;"GAR2_36";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"903";2826;"GAR2_37";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"904";2827;"GAR2_37";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"905";2828;"GAR2_37";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"906";2862;"GAR2_38";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"907";2863;"GAR2_38";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"908";2864;"GAR2_38";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"909";2865;"GAR2_39";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"910";2868;"GAR2_39";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"911";2869;"GAR2_39";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"912";2870;"GAR2_40";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"913";2871;"GAR2_40";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"914";2872;"GAR2_40";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"915";2873;"GAR2_41";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"916";2874;"GAR2_41";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"917";2875;"GAR2_41";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"918";2876;"GAR2_42";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"919";2877;"GAR2_42";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"920";2878;"GAR2_42";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"921";2879;"GAR2_43";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"922";2880;"GAR2_43";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"923";2881;"GAR2_43";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"924";2882;"GAR2_44";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"925";2883;"GAR2_44";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"926";2884;"GAR2_44";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"927";2885;"GAR2_45";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"928";2886;"GAR2_45";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"929";2887;"GAR2_45";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"930";2888;"GAR2_46";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"931";2889;"GAR2_46";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"932";2890;"GAR2_46";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"933";2891;"GAR2_47";1;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"934";2894;"GAR2_47";2;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"935";2895;"GAR2_47";3;"pottery";"";"Haour";"Garumele";"Lake_Chad_Northwest";NA
"936";2921;"MAR2_0";1;"Pestle";"";"";"Marandet";"Marandet";NA
"937";2922;"MAR2_0";2;"Pestle";"";"";"Marandet";"Marandet";NA
"938";2923;"MAR2_0";3;"Pestle";"";"";"Marandet";"Marandet";NA
"939";3265;"WAL_11";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"940";3266;"WAL_11";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"941";3267;"WAL_11";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"942";3268;"WAL_12";1;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"943";3269;"WAL_12";2;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
"944";3270;"WAL_12";3;"pottery";"";"";"Walasa";"Lake_Chad_South";NA
