Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cd;Cd Error;Ag;Ag Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
805;07.11.2023 12:09;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;178,89;3,35;294,08;3,77;<LOD;4,18;72,89;2,42;5,47;0,69;21,93;3,28;<LOD;1,86;15,88;2,88;<LOD;29,92;0,38;0,15;50,77;5,9;<LOD;33,04;29,41;8,49;88,82;16,22;<LOD;106,1;47999,23;222,02;509,26;39,09;<LOD;6,57;<LOD;3,79;575637;2358,26;26,1;1,7;25,29;1,68;<LOD;44,44;<LOD;1,5;<LOD;1,5;<LOD;1,5;127,54;11,13;143,82;6,73;4532,85;44,93;5,3;1,77;8886,34;90,19;16316,56;161,29;<LOD;133,5;1253,91;27,36;18,06;8,38;435,79;15,8;47,24;6,36;<LOD;0,71;38,3;5,62;308,72;22,68;193,45;18,53;99611,9;1153,56;1023,49;55,03;237970,19;1008,51;370,78;21,81;<LOD;1355,91
806;07.11.2023 12:20;TestAll Geo;330,26;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;152,46;3,19;288,43;3,75;<LOD;4,23;73,82;2,43;5,05;0,68;19,38;3,22;<LOD;1,93;16,26;2,85;<LOD;30,28;0,39;0,15;52,22;5,95;<LOD;33,09;30,49;8,64;98,5;16,47;<LOD;105,72;47006,13;220,67;400,26;37,05;<LOD;6,8;<LOD;3,92;586297,5;2348,22;24,65;1,69;23,64;1,67;<LOD;43,85;<LOD;1,5;<LOD;1,5;<LOD;1,5;101,1;10,11;129,04;6,43;4302,74;43,06;5,95;1,58;7575,09;79,77;14891,2;147,13;<LOD;137,82;1302,13;28,55;31,3;8,74;451,14;16,48;50,75;6,62;<LOD;0,74;43,21;5,92;305,42;23,2;177,67;18,81;97330,26;1146,83;899,63;55,1;232119,83;1009,29;390,09;22,31;<LOD;1388,07
807;07.11.2023 12:26;TestAll Geo;330,17;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;168,06;3,29;315,67;3,89;5,99;2,87;73,26;2,42;5,57;0,7;20,42;3,23;<LOD;1,82;16,98;2,86;<LOD;29,73;0,41;0,15;51,76;5,9;<LOD;32,53;27,8;8,33;92,68;16,05;<LOD;106,02;48609,33;222,74;395,77;36,8;<LOD;6,19;<LOD;3,57;583305;2310,9;25,36;1,69;25,2;1,68;<LOD;44,55;<LOD;1,5;<LOD;1,5;<LOD;1,5;121,96;11,38;128,44;6,38;4507,66;43,52;7,15;1,86;9591,64;93,95;17369,71;166,7;195,74;88,31;1333,88;27,4;38,14;8,37;447,07;15,7;55,4;6,36;<LOD;0,71;47,66;5,73;316,48;21,81;185,96;17,66;97724,34;1132,42;982,02;53,19;231949,84;992,06;466,65;21,88;<LOD;1320,45
808;07.11.2023 12:33;TestAll Geo;330,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;299,11;4,06;222,12;3,41;<LOD;3,84;55,25;2,2;3,85;0,65;6,86;2,89;<LOD;2,18;4,1;2,35;<LOD;33,05;<LOD;0,22;41,47;5,67;<LOD;37,3;<LOD;14,89;50,76;16,82;<LOD;74,05;26778,6;171,49;312,28;33,42;<LOD;7,79;<LOD;4,52;618209,75;2173,34;17,65;1,63;17,01;1,56;<LOD;40,19;<LOD;1,5;<LOD;1,5;<LOD;1,5;67,33;13,4;54,35;4,53;1605,78;24,27;<LOD;1,49;7079,82;52,63;11731,56;91,25;300,22;53,17;314,02;30,57;<LOD;12,9;270,81;16,72;<LOD;10,34;<LOD;0,76;32,41;6,36;129,43;22,39;65,38;18,43;51706,8;866,99;302,72;61,82;259347,59;1141,98;923,88;29,32;<LOD;1500,51
809;07.11.2023 12:39;TestAll Geo;330,46;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;287,57;3,58;170,18;2,73;<LOD;3,31;44,52;1,81;2,09;0,52;10,65;2,68;<LOD;1,55;<LOD;4,39;<LOD;28,25;0,29;0,13;35,99;4,77;<LOD;29,76;<LOD;12,28;<LOD;26,43;<LOD;75,54;20939,19;138,03;316,95;30,1;<LOD;6,56;<LOD;3,78;635562,88;1921,13;16,34;1,43;14,39;1,33;<LOD;32,14;<LOD;1,5;<LOD;1,5;<LOD;1,5;70,27;12,84;55,42;4,29;2404,2;27,33;<LOD;1,69;6494,58;60,46;15540,57;120,55;298,87;65,87;207,58;21,7;<LOD;11,91;378,19;15,23;30,8;6,16;<LOD;0,68;28,76;5,38;200,25;20,82;123,02;17,18;51378,09;790,23;713,15;55,71;253734,8;1039,79;805,6;25,23;<LOD;1257,53
810;07.11.2023 12:46;TestAll Geo;330,1;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;290,5;3,62;189,37;2,87;<LOD;3,3;44,09;1,83;2,96;0,55;9,59;2,68;<LOD;1,64;3,43;2,15;<LOD;27,41;0,28;0,13;36,4;4,76;<LOD;29,23;<LOD;13,24;<LOD;26,45;<LOD;74,42;19988,19;134,94;340,84;30,55;<LOD;6,39;<LOD;3,62;639972,31;1898,08;15,29;1,43;14,27;1,34;<LOD;33,34;<LOD;1,5;<LOD;1,5;<LOD;1,5;58,9;11,4;50,62;3,82;2135,87;24,25;<LOD;2,04;10822,2;72,77;15317,93;116,64;2034,45;97,99;410,81;23,09;<LOD;12,53;462,87;16,07;55,64;6,48;<LOD;0,72;46,34;5,8;227,82;20,7;133,01;16,96;51418,91;773,63;1136,19;62,26;245288,02;1008,99;668;23,25;<LOD;1215,27
811;07.11.2023 12:53;TestAll Geo;330,1;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;293,17;3,65;188,62;2,89;<LOD;3,32;45,49;1,86;2,86;0,55;9,31;2,66;<LOD;1,54;3,81;2,16;<LOD;28,2;0,35;0,14;39,12;4,88;<LOD;29,88;29,8;7,9;<LOD;26,79;<LOD;74,28;19989,02;135,78;372,41;31,4;<LOD;6,51;<LOD;3,66;636473,63;1909,15;15,48;1,44;13,51;1,34;<LOD;33,5;<LOD;1,5;<LOD;1,5;<LOD;1,5;69,26;11,67;52,25;3,96;2181,7;25,27;<LOD;2,1;10751,68;74,84;15356,52;120,43;2037,26;101,11;410,25;23,08;<LOD;12,52;457,72;16,02;56,85;6,49;<LOD;0,71;38,38;5,64;239,42;20,95;144,1;17,18;52454,63;780,17;1219,8;62,84;247363,88;1014,75;673,79;23,26;<LOD;1205,07
812;07.11.2023 13:03;TestAll Geo;330,17;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;255,39;3,82;356,13;4,13;<LOD;4,19;70,75;2,35;4,57;0,67;14,89;3,08;<LOD;1,93;4,78;2,48;<LOD;31,85;0,54;0,16;59,25;5,8;<LOD;33,83;<LOD;13,79;106,87;16,46;162,88;45,24;22860,79;153,54;588,97;38,22;<LOD;7,24;<LOD;4,08;613045,94;2519,76;17,13;1,58;22,7;1,64;<LOD;40,92;<LOD;1,5;<LOD;1,5;<LOD;1,5;54,31;13,29;78,81;4,66;2357,3;28,43;4,58;2,31;28876,99;121,77;28691,71;164,84;15601,48;241,57;1243,04;30,85;139,14;10,12;601,79;19,32;98,35;7,75;2,02;0,57;55,75;6,76;324,65;24,66;199,23;20,11;52970,02;1079,38;9601,06;163,49;202312,23;979,77;2556,2;44,39;<LOD;1976,48
813;07.11.2023 13:09;TestAll Geo;330,02;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;239,46;3,65;258,32;3,54;<LOD;4,2;82,13;2,45;3,65;0,64;14,75;3,06;<LOD;1,88;4,21;2,46;<LOD;30,27;0,35;0,15;55,43;5,77;<LOD;33,31;<LOD;13,94;<LOD;29,32;78,98;49,55;28566,34;171,49;655,89;39,8;<LOD;7,12;<LOD;4,23;604476,56;2423,45;20,97;1,62;22,18;1,65;<LOD;40,15;<LOD;1,5;<LOD;1,5;<LOD;1,5;72,52;15,14;89,8;5,47;3184,55;35,31;2,96;1,91;16294,65;104,04;38135,22;202,79;7156,38;186,88;1081,23;29,81;137,52;10,03;568,4;18,93;91,88;7,64;0,98;0,56;50,39;6,61;342,15;24,56;216,49;20,04;54530,46;1019,8;6877,85;131,12;218325,3;993,94;2989,09;44,02;<LOD;1858,77
814;07.11.2023 13:20;TestAll Geo;330,12;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;249,38;3,75;310,45;3,87;<LOD;4,09;69,26;2,32;4,03;0,65;14,14;3,04;<LOD;1,91;5,74;2,49;<LOD;30,88;0,4;0,15;48,83;5,59;<LOD;33,23;<LOD;13,91;66,1;15,98;86,37;48,77;27494,86;168,47;596,33;38,64;<LOD;7,36;<LOD;4,26;634748,69;2292,62;18,66;1,6;21,32;1,61;<LOD;40,14;<LOD;1,5;<LOD;1,5;<LOD;1,5;62,56;14,04;86,42;5;2858,71;31,75;<LOD;2,48;14824,37;89,32;29551,03;163,51;5683,78;152,87;964,32;29,84;106,58;10,11;541,59;19,15;94,65;7,84;1,56;0,58;37,28;6,48;284,12;24,43;202,21;20,29;49608,61;958,11;5480,24;120,53;204575,66;986,67;2509,7;41,38;<LOD;1793,34
815;07.11.2023 13:28;TestAll Geo;330,11;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;260,14;3,56;189,86;2,95;<LOD;3,81;72,47;2,25;3,33;0,6;18,32;3,02;<LOD;1,69;<LOD;4,9;<LOD;28,43;0,47;0,14;56,33;5,49;<LOD;30,82;<LOD;13,05;<LOD;27,34;<LOD;83,3;25125,8;155,08;518,71;35,57;<LOD;6,57;<LOD;3,74;601772,63;2313,42;18,95;1,53;18,96;1,53;<LOD;37,48;<LOD;1,5;<LOD;1,5;<LOD;1,5;66,45;13,18;61,5;4,56;2601,63;29,49;3,4;2,17;21805,7;115,75;33508,58;189,27;9189,67;205,35;681,37;24,56;59,27;8,58;480,78;16,21;62,85;6,53;<LOD;0,73;47,43;5,81;312,74;22,44;198,01;18,35;49057,05;951,73;4589,58;115,8;237536,95;1029,86;1806,21;36,71;2105,81;1186,57
816;07.11.2023 13:35;TestAll Geo;330,46;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;275,57;3,79;218,5;3,27;<LOD;4;76,07;2,38;<LOD;165,78;17,53;3,13;<LOD;1,93;4,29;2,52;<LOD;30,36;0,41;0,15;50,86;5,71;<LOD;34,47;<LOD;14,59;70,82;16,18;130,79;50,72;29691,74;174,42;566,75;38,05;<LOD;7,15;<LOD;4,15;592838,5;2536,43;20,54;1,61;24,16;1,66;<LOD;40,29;<LOD;1,5;<LOD;1,5;<LOD;1,5;78,24;14,86;66,05;5,01;2616,25;31,42;3,38;1,8;16260,07;97,43;33325,12;180,14;10330,29;205,18;463,35;25,43;<LOD;13,2;392,48;16,86;40,17;6,86;<LOD;0,75;33,29;6,01;232,71;23,34;141,8;19,17;47930,05;1046,95;4542,55;134,83;235135,59;1051,49;1843,87;42,27;<LOD;2042,79
817;07.11.2023 13:48;TestAll Geo;330,39;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;291,45;3,66;183,19;2,86;<LOD;3,87;78,07;2,28;3,85;0,61;16,32;2,92;<LOD;1,61;<LOD;4,81;<LOD;27,72;0,38;0,14;55,79;5,48;<LOD;30,76;<LOD;12,53;<LOD;26,21;<LOD;87,35;30294,66;167,7;573,49;36,33;<LOD;6,39;<LOD;3,64;582891,38;2336,9;20,48;1,54;23,63;1,58;<LOD;38,01;<LOD;1,5;<LOD;1,5;<LOD;1,5;60,59;14,66;70,06;5,04;2848,21;32,14;<LOD;2,93;15896,84;107,36;38065,57;211,06;8765,35;212;522,66;23,86;<LOD;12,43;413,23;15,77;50,78;6,46;<LOD;0,71;41,47;5,73;253,63;21,14;151,39;17,26;50004,63;961,2;4981,88;117,18;252831,23;1042,67;2035,36;38,1;<LOD;1809,1
818;07.11.2023 13:55;TestAll Geo;330,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;388,53;4,38;152,75;2,82;<LOD;4,59;118,22;2,92;5,83;0,74;27,2;3,53;<LOD;2,09;<LOD;5,96;<LOD;31,79;0,32;0,15;69,15;6,31;<LOD;36,24;<LOD;14,56;75,39;16,78;135,78;52,47;30592,23;180,41;519,32;38,06;<LOD;7,4;<LOD;4,26;603644,13;2478,71;32,83;1,82;34,25;1,94;<LOD;46,76;<LOD;1,5;<LOD;1,5;<LOD;1,5;68,63;14,83;82,42;5,42;2449,21;35,28;<LOD;3,53;31669,74;126,38;26624,16;158,98;5147,07;150,8;486,96;26,46;<LOD;13,79;390,98;17,44;43,37;7,14;<LOD;0,8;37,12;6,31;248,53;23,97;155,27;19,68;51775,26;1048,04;4933,79;122,26;211060,55;1013;1541,15;38,4;<LOD;1941,67
819;07.11.2023 14:01;TestAll Geo;330,16;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;408,04;4,38;150,18;2,75;<LOD;4,42;108,89;2,77;6,16;0,73;27,62;3,45;<LOD;1,86;<LOD;5,73;<LOD;30,14;0,23;0,14;57,83;5,81;<LOD;33,51;<LOD;13,58;<LOD;28,87;84,99;48,86;27869,58;168,85;612,09;38,76;<LOD;6,99;<LOD;4,01;613546,69;2395,68;31,62;1,76;29,53;1,83;<LOD;45,01;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;11,38;83,51;5,53;3547,25;37,71;<LOD;4,08;35586,6;146,15;30513,05;185;5400,33;169,69;651,43;26,2;18,97;9,03;457,29;17,21;57,9;6,98;<LOD;0,77;46,18;6,22;281,31;23,14;177,47;18,96;52274,89;1011,84;5747,93;121,92;204060,14;974,35;1541,86;36,6;<LOD;1859,61
820;07.11.2023 14:08;TestAll Geo;330,58;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;370,2;4,07;134,86;2,53;<LOD;4,23;111,77;2,71;6,32;0,71;22,9;3,21;<LOD;1,74;5,14;2,57;<LOD;28,72;0,49;0,15;53,54;5,47;<LOD;30,87;<LOD;12,56;<LOD;26,88;<LOD;84,72;27589,36;162,82;631,21;37,77;<LOD;6,49;<LOD;3,72;608409,56;2281,98;29,49;1,69;27,58;1,75;<LOD;44,02;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;11,94;81,46;5,23;3703,16;36,46;<LOD;3,14;20716,37;114,86;36652,26;199,27;7179,29;187,8;650,8;24,84;20,53;8,56;460,55;16,34;54,62;6,58;<LOD;0,73;40,66;5,79;274,49;21,75;172,29;17,83;52555,92;959,33;4556,92;111,04;226527,41;999,41;1506,96;34,76;<LOD;1663,9
821;07.11.2023 14:17;TestAll Geo;330,16;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;213,28;3,44;297,57;3,68;<LOD;3,97;71,36;2,3;4,44;0,64;15,37;2,98;<LOD;1,66;6,37;2,44;<LOD;28,84;0,24;0,14;50,02;5,45;<LOD;30,61;<LOD;13,06;<LOD;27,33;<LOD;90,36;32429,86;177,24;488,04;35,92;<LOD;6,25;<LOD;3,59;600917,19;2127,05;20,26;1,58;24,34;1,62;<LOD;40,03;<LOD;1,5;<LOD;1,5;<LOD;1,5;14,25;8,96;89,29;5,13;3223,59;33,59;<LOD;2,72;13120,5;95,02;17370,45;147,46;478,07;88,38;605,49;22,94;<LOD;11,77;410,4;14,85;38,4;5,98;<LOD;0,67;35,77;5,29;295,39;21,27;190,34;17,44;71493,24;945,14;1411,91;59,21;250508,61;1055,66;592,56;22,62;<LOD;1322,8
822;07.11.2023 14:23;TestAll Geo;330,28;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;210,01;3,42;303,6;3,71;<LOD;3,95;72,74;2,3;4,49;0,64;12,92;2,9;<LOD;1,77;7,11;2,41;<LOD;29,07;0,41;0,14;57,9;5,66;<LOD;31,27;<LOD;13,54;<LOD;27,82;<LOD;90,19;31880,02;175,44;468,97;35,33;<LOD;6,85;<LOD;3,93;637138,31;2069,97;20,99;1,57;21,61;1,58;<LOD;40,6;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;11,15;81,86;5,02;3013,93;32,39;<LOD;2,62;15436,81;91,82;12688,76;116,69;1902,62;105,24;493,12;24,65;<LOD;13,01;427,11;16,52;57,45;6,78;<LOD;0,75;42,24;5,98;269,9;22,57;151,14;18,3;56670,86;890,41;1916,93;75,45;224109,34;998,58;737,88;26,49;<LOD;1432,13
823;07.11.2023 14:29;TestAll Geo;330,52;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;222,73;3,48;334,6;3,85;<LOD;3,97;70,1;2,24;3,94;0,62;12,16;2,85;<LOD;1,73;5,98;2,34;<LOD;29,07;<LOD;0,2;52,26;5,47;<LOD;31,06;<LOD;13,06;<LOD;27,33;<LOD;89,15;31389,98;172,59;471,93;35,05;<LOD;6,66;<LOD;3,87;626510,38;2066,69;19,94;1,56;29,26;1,65;<LOD;38,53;<LOD;1,5;<LOD;1,5;<LOD;1,5;95,61;14,07;84,47;5,05;3045,54;32,64;3,85;1,88;16275,95;97,25;13926,5;125,36;1344,5;99,13;630;25,09;<LOD;12,87;431,89;16,33;53,63;6,66;<LOD;0,73;39,96;5,85;240,33;21,73;174,83;18,13;59088,05;887,72;2111,27;72,49;232300,19;994,71;761,92;25,54;<LOD;1402,53
824;07.11.2023 14:38;TestAll Geo;330,12;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;297,35;4,16;222,24;3,5;<LOD;4,23;76,04;2,55;4,07;0,69;12,97;3,19;<LOD;2,29;6,5;2,64;<LOD;34,33;0,38;0,16;53,24;6,31;<LOD;38,58;<LOD;14,11;64,09;17,75;<LOD;89,63;37531,02;208,06;465,53;39,01;<LOD;8,03;<LOD;4,77;598315,25;2345,03;21,2;1,73;20,91;1,72;<LOD;44,07;<LOD;1,5;<LOD;1,5;<LOD;1,5;84,98;13,7;62,84;4,66;1704,39;26,01;<LOD;1,67;8743,23;59,39;10929,13;91,6;1065,07;71,35;126,73;24,83;<LOD;13,51;314,77;17,22;18,9;7,07;<LOD;0,79;32,98;6,4;184,9;24,18;120,35;20,06;63543,59;1000,28;188,09;66,86;255754,78;1169,98;758,18;29,8;<LOD;1592,5
825;07.11.2023 14:53;TestAll Geo;330,53;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;310,16;3,98;300,34;3,74;<LOD;4,1;74,53;2,36;4,85;0,66;17,77;3,11;<LOD;1,89;5,41;2,52;<LOD;30,15;0,35;0,15;50,74;5,71;<LOD;33,2;<LOD;13,84;<LOD;27,6;<LOD;83,74;38315,49;194,76;588,71;38,42;<LOD;6,9;<LOD;4;605120,31;2144,03;21,46;1,63;35,42;1,79;<LOD;41,75;<LOD;1,5;<LOD;1,5;<LOD;1,5;96,69;13,63;66,84;4,85;2990,51;32,31;<LOD;2,47;13678,37;87,41;15462,73;127,13;709,15;82,42;234,73;22,71;<LOD;12,25;356,85;15,64;24,97;6,34;<LOD;0,7;33,41;5,68;217,07;21,93;133,71;18,05;60878,85;916,49;720,33;59,7;247188,78;1035,03;715,92;25,91;<LOD;1436,36
826;07.11.2023 15:01;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;304,99;3,79;202,32;3,03;<LOD;3,74;67,7;2,2;4,3;0,62;12,6;2,84;<LOD;1,63;<LOD;4,79;<LOD;27,99;0,3;0,14;46,32;5,33;<LOD;30,98;<LOD;12,69;<LOD;26,69;<LOD;89,32;32119,3;174,5;458,03;34,72;<LOD;6,46;<LOD;3,71;624971,88;2008,84;20;1,54;20,42;1,53;<LOD;39,3;<LOD;1,5;<LOD;1,5;<LOD;1,5;89,9;13,06;69;4,65;2890,18;30,76;<LOD;2,26;10975,64;79,72;15858,61;128,85;2333,54;112,75;334,81;23,5;<LOD;12,75;423,42;16,34;45,94;6,63;<LOD;0,73;50,62;6,1;190,36;20,53;116,65;16,95;57046,28;849,48;597,75;61,67;240972,91;1005,84;690,76;24,77;<LOD;1310,26
827;07.11.2023 15:09;TestAll Geo;330,04;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;201,55;7,79;482,29;9,41;<LOD;300000;93,81;4,49;<LOD;305,95;9,39;5,73;<LOD;5,48;<LOD;10,6;<LOD;77,75;<LOD;300000;70,26;13,68;<LOD;300000;<LOD;36,81;<LOD;72,3;<LOD;175,46;45352,25;495,37;652,76;90,23;<LOD;14,29;<LOD;9,04;494651,06;4875,42;23,84;2,9;22,13;2,92;<LOD;74,26;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;4,78;7,07;3,86;532,03;14,28;<LOD;1,71;15157,56;61,17;7526,02;63,79;451,47;45,57;369,79;53,4;<LOD;16,89;<LOD;32,18;<LOD;13,08;<LOD;0,98;<LOD;12,44;59,53;36,82;<LOD;45,45;59141,74;1850,43;4737,91;198,98;273136,09;1648,09;1858,87;75,64;<LOD;4209,53
828;07.11.2023 15:16;TestAll Geo;330,41;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;214,69;3,48;204,87;3,2;<LOD;3,96;69,11;2,31;3,04;0,61;12,95;2,98;<LOD;1,9;5,13;2,45;<LOD;31,52;<LOD;0,21;37,46;5,44;<LOD;33,71;<LOD;14,47;46,32;16,02;<LOD;81,9;34668,04;190,14;550,63;38,25;<LOD;7,25;<LOD;4,27;576877,69;2321,69;18,19;1,59;18,41;1,57;<LOD;38,46;<LOD;1,5;<LOD;1,5;<LOD;1,5;81,76;14,98;70,64;4,99;2656;31,02;<LOD;1,65;6480,75;61,7;20385,32;136,36;704,07;77,56;129,87;23,87;<LOD;13,04;335,92;16,73;19,38;6,81;<LOD;0,76;40,09;6,31;153,04;21,8;87,4;17,99;66003,15;1007,24;459,38;63,77;272859,38;1126,53;358,91;26,94;<LOD;1550,11
829;07.11.2023 15:22;TestAll Geo;330,29;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;182,67;3,47;205,89;3,38;<LOD;4,15;69,55;2,44;2,86;0,63;7,67;2,97;<LOD;2,21;7,78;2,53;<LOD;35,84;0,27;0,16;33,28;5,86;<LOD;38,25;<LOD;14,02;46,56;17,61;<LOD;95,5;42758,5;222,42;506,17;40,15;<LOD;8,08;<LOD;4,59;536049,94;2602,41;18,33;1,67;14,6;1,6;<LOD;40,74;<LOD;1,5;<LOD;1,5;<LOD;1,5;37,78;6,83;75,93;5,81;1761,64;31,94;<LOD;1,52;4998,71;56,53;16913,37;128,99;322,15;69,33;361,86;32,29;<LOD;13,09;280,33;16,82;<LOD;10,22;<LOD;0,76;30,61;6,32;147,6;23,68;90,11;19,65;73066,16;1136,05;383,53;68,51;301615,13;1223,06;437,54;30,29;<LOD;1758,79
830;07.11.2023 15:39;TestAll Geo;330,17;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;254,35;3,79;320,42;3,93;<LOD;4,24;75,08;2,4;4,05;0,65;14,76;3,06;<LOD;1,9;4,31;2,47;<LOD;30,62;0,52;0,15;57,91;5,89;<LOD;33,67;<LOD;14,15;90,24;16,35;<LOD;77,7;31569,48;180,38;546,6;38,14;<LOD;7,21;<LOD;4,28;605870,25;2210,97;20,2;1,62;23,93;1,67;<LOD;40,97;<LOD;1,5;<LOD;1,5;<LOD;1,5;74,35;13,75;96,47;5,13;3280,73;33,87;<LOD;1,95;8833,2;69,05;17133,61;126,27;149,4;64,23;948,03;28,21;29,18;9,2;463,27;17,48;55,82;7,03;<LOD;0,79;41,1;6,2;286,49;24,16;156,58;19,54;68704,49;968,41;1370,12;64,68;245815,47;1063,37;566,72;25,23;<LOD;1439,39
831;07.11.2023 15:45;TestAll Geo;330,15;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;275,75;3,88;297,78;3,79;<LOD;4,18;79,33;2,46;4,68;0,67;14,83;3,07;<LOD;1,94;7,45;2,55;<LOD;30,69;0,38;0,15;58,95;5,95;<LOD;33,33;<LOD;14,02;68,04;16,09;<LOD;82;35137,4;190,2;519,22;37,9;<LOD;7,2;<LOD;3,99;622638,06;2104,24;20,32;1,63;22,18;1,66;<LOD;42,56;<LOD;1,5;<LOD;1,5;<LOD;1,5;73,39;13,65;90,81;5,08;3241,3;33,63;2,67;1,17;6624,68;61,94;16505,4;125,49;105,66;62,86;807,75;27,48;<LOD;13,56;431,58;17,23;45,46;6,95;<LOD;0,77;37,04;6,11;233,18;23,14;141,82;19;64941,7;911,26;653,73;55,57;234678,36;1034,27;547,76;24,05;<LOD;1354,84
832;07.11.2023 15:53;TestAll Geo;330,21;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;281,04;5,76;434,93;5,98;<LOD;300000;84,48;2,93;<LOD;210,61;15,1;4,01;<LOD;2,97;<LOD;7,11;<LOD;40,76;<LOD;300000;59,52;8,15;<LOD;300000;<LOD;18,37;<LOD;37,99;<LOD;112,62;41290,98;310,57;566,59;60,3;<LOD;9,31;<LOD;5,42;650049,13;2341,31;21,11;1,9;22,65;1,95;<LOD;50,28;<LOD;1,5;<LOD;1,5;<LOD;1,5;69,2;13,72;154,06;5,49;1304,96;24,57;<LOD;1,12;4440,85;39,32;9690,44;77,17;116,84;42,49;1229,6;37,02;<LOD;16,95;448,08;21,67;52,72;8,76;<LOD;0,97;45,88;7,88;246,85;29,43;165,89;24,37;56122,93;986,16;117,95;70,2;214226,81;1140,24;673,25;32,18;<LOD;1638,76
833;07.11.2023 16:11;TestAll Geo;330,06;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;283,59;5,62;166,72;3,62;<LOD;300000;84,05;2,96;<LOD;209,83;11,94;3,9;<LOD;2,91;<LOD;7,15;<LOD;42,04;<LOD;300000;45,76;8,01;<LOD;300000;<LOD;19,4;<LOD;38,59;<LOD;126,37;52304,89;364,31;980,57;68,24;<LOD;9,47;<LOD;5,58;544479,38;2851,6;20,43;1,93;21,41;1,96;<LOD;50,86;<LOD;1,5;<LOD;1,5;<LOD;1,5;19,3;5,08;64,52;5,63;1378,68;23,74;<LOD;1;2741,03;37,44;12217,71;95,31;458,86;57,34;350,46;37,22;<LOD;14,63;263,65;18,89;<LOD;11,49;<LOD;0,86;26,16;7,05;147,72;27,36;105,21;22,94;74096,24;1224,75;<LOD;104,77;289029,03;1311,14;835,84;36,83;<LOD;1932,69
