Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cd;Cd Error;Ag;Ag Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
870;09.11.2023 15:08;TestAll Geo;330,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;366,14;4,36;170,46;3,01;<LOD;4,57;102,71;2,92;10,94;0,88;32,42;3,76;<LOD;2,08;<LOD;6,42;<LOD;30,85;0,57;0,16;32,73;5,59;<LOD;34,49;<LOD;13,84;<LOD;29,54;<LOD;105,26;44740,89;221,03;1480,31;55,18;<LOD;6,99;<LOD;3,98;657289,88;2089,47;43,05;2;52,09;2,16;<LOD;54,96;<LOD;1,5;<LOD;1,5;<LOD;1,5;75,99;9,07;192,43;6,84;5553,61;48,34;<LOD;1,95;5939,25;66,5;14260,43;133,06;175,19;75,5;2111,55;32,89;90,31;9,24;496,32;17,22;71,38;6,97;<LOD;0,77;40,6;6;392,98;25,27;237,3;20,41;72728,12;959,78;9489,29;114,53;178088,16;903,24;605,31;23,19;<LOD;1322,65
871;09.11.2023 15:21;TestAll Geo;330,06;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;409,38;4,56;185,24;3,12;<LOD;4,71;114,65;3,06;12,34;0,92;31,43;3,75;<LOD;2,1;7,17;3,01;<LOD;31,31;0,25;0,15;61,27;6,36;<LOD;34,2;<LOD;13,95;90,65;16,96;<LOD;108,8;50705,81;234,24;1410,49;54,44;<LOD;6,75;<LOD;3,96;572315,5;2491,57;45,35;2,05;58,26;2,26;<LOD;58,09;<LOD;1,5;<LOD;1,5;<LOD;1,5;113,57;10,24;224,72;7,69;6310,64;54,3;<LOD;2,19;6562;75,22;17343,34;155,53;132,23;83,11;1704,4;30,52;<LOD;12,93;403,83;16,15;40,41;6,53;<LOD;0,73;42,06;5,9;328,09;23,79;187,41;19,19;101415,96;1200,64;9831,66;118,86;225251,08;1017,3;351,38;22,24;<LOD;1458,03
872;09.11.2023 15:29;TestAll Geo;330,34;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;282,39;4,22;512,77;5,07;15,63;3,31;71,83;2,51;6,24;0,75;24,15;3,5;<LOD;2,11;12,73;2,97;<LOD;32,63;0,38;0,16;47,17;5,93;<LOD;36,24;<LOD;14,97;76,42;17;125,9;58,07;37100,23;200,77;512,89;39,54;<LOD;7,32;<LOD;4,24;544866,63;2595,56;32,52;1,84;34,74;1,87;<LOD;48,03;<LOD;1,5;<LOD;1,5;<LOD;1,5;94,94;9,39;389,12;9,26;7750,79;62,64;3,06;1,39;7020,77;68,94;11760,1;119,79;<LOD;104,18;3201;39,17;<LOD;13,71;380,91;17,08;39,32;6,97;<LOD;0,77;32,33;6,12;238,86;24,55;142,04;20,12;96408,16;1235,7;2826,16;80,79;274813,72;1154,62;563,36;27,11;<LOD;1566,04
873;09.11.2023 15:38;TestAll Geo;330,2;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;332,02;4,41;452,09;4,77;12,09;3,19;69,99;2,5;7,11;0,78;28,87;3,63;<LOD;2,06;9,69;3;<LOD;32,03;0,32;0,15;35,51;5,59;<LOD;34,22;<LOD;14,53;71,34;16,71;<LOD;88,62;39328,59;206,73;482,45;39,22;<LOD;7,13;<LOD;4,12;551006,06;2540,33;32,99;1,85;35,2;1,88;<LOD;48,7;<LOD;1,5;<LOD;1,5;<LOD;1,5;94,36;9,66;361,84;9,04;7639,3;61,97;3,35;1,43;6988,09;70,83;12373,61;125,7;<LOD;105,31;2976,1;37,7;<LOD;13,52;374,11;16,77;33,52;6,82;<LOD;0,76;35,09;6,09;233,81;23,75;161,63;19,73;92414,7;1188,6;2321,54;74,63;272281,81;1138,68;572,86;26,37;<LOD;1534,07
874;09.11.2023 15:45;TestAll Geo;330,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;353,38;4,81;675,3;5,94;21,01;3,66;75,53;2,67;7,41;0,82;28,52;3,77;<LOD;2,26;12,37;3,15;<LOD;33,87;0,43;0,17;45,03;6,09;<LOD;36,34;<LOD;15,29;79,06;17,63;<LOD;105,3;42476,1;220,05;604,54;42,86;<LOD;7,38;<LOD;4,48;551092,44;2620,71;35,21;1,93;37,9;1,98;<LOD;52,33;<LOD;1,5;<LOD;1,5;<LOD;1,5;70,68;8,72;415,41;9,22;8062,94;63,95;3,33;1,36;7329,09;67,33;11824,6;115,17;<LOD;169,87;3518,35;41,88;<LOD;14,25;377,91;17,71;32,51;7,16;<LOD;0,8;39,3;6,52;223,14;25;115,45;20,31;92157,78;1225,87;3502,45;86,97;265666,13;1168,02;489,31;27,09;<LOD;1639,6
875;09.11.2023 15:54;TestAll Geo;330,13;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;366,07;4,2;166,37;2,87;<LOD;4,39;103,24;2,75;7,57;0,76;25,89;3,41;<LOD;1,91;6,37;2,75;<LOD;31,74;0,39;0,15;46,47;5,61;<LOD;33,58;<LOD;13,44;95,84;16,09;<LOD;94,4;34948,66;188,48;682,57;40,75;<LOD;6,88;<LOD;3,93;542963,63;2567,57;35,88;1,83;39,31;1,94;<LOD;47,72;<LOD;1,5;<LOD;1,5;<LOD;1,5;121,12;10,16;159,92;7,71;7601,88;61,48;<LOD;2,6;10546,32;89,56;14345,47;141,6;182,19;82,79;1033,95;26,77;14,84;8,52;438,66;16,11;51,45;6,52;<LOD;0,72;35,77;5,67;355,59;23,78;220,25;19,31;100531,25;1241,94;2139,25;72,17;273692,72;1155,13;1306,05;30,02;<LOD;1531,82
876;09.11.2023 16:00;TestAll Geo;330,37;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;394,57;4,43;179,29;3,03;6,05;3,07;104,84;2,82;7,34;0,78;32,65;3,67;<LOD;2;<LOD;6,11;<LOD;32,03;0,33;0,15;51,61;5,88;<LOD;34,35;<LOD;14,32;<LOD;29,83;<LOD;82,9;35363,19;193,54;740,93;42,74;<LOD;7,2;<LOD;4,19;571557,25;2556,18;34,74;1,86;42,89;2,02;<LOD;48,68;<LOD;1,5;<LOD;1,5;<LOD;1,5;106,01;9,2;170,12;7,68;7210,46;59,8;<LOD;2,99;16123,46;102,87;13055,15;129,98;<LOD;112,72;987,87;28,07;35,97;9,12;452,39;17,18;60,07;6,99;<LOD;0,77;36,91;6,03;332,15;24,56;207,28;20,02;92360,19;1224,64;2079,93;75,51;245046,38;1089,58;1657,73;33,64;<LOD;1608,83
877;09.11.2023 16:07;TestAll Geo;330,34;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;420,6;4,91;217,11;3,56;<LOD;5,07;119,6;3,23;8,41;0,88;43,3;4,28;<LOD;2,48;7,28;3,44;<LOD;35,83;0,49;0,17;55,83;6,78;<LOD;40,53;33,59;10,23;121,09;19,23;<LOD;114,41;51143,22;249,73;2504,05;72,01;<LOD;8,12;<LOD;4,77;538762,63;2791,94;36,96;2,05;50,57;2,31;<LOD;56,55;<LOD;1,5;<LOD;1,5;<LOD;1,5;164,67;8,87;307,54;9,09;5259,49;59,29;<LOD;1,96;7091,85;67,12;12553,38;119,41;174,46;69,32;1193,74;32,1;<LOD;14,87;429,96;18,72;48,58;7,56;<LOD;0,84;37,28;6,65;386,28;28,47;204,84;22,64;99355,57;1338,99;621,99;66,79;262931,47;1196,69;1334,17;33,86;<LOD;1731,87
878;09.11.2023 16:21;TestAll Geo;330,34;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;354,38;4,68;621,76;5,6;15,02;3,43;73,98;2,6;7,63;0,81;36,27;3,91;<LOD;2,25;7,19;3,13;<LOD;32,89;0,41;0,16;39,58;5,73;<LOD;36,01;<LOD;14,58;104,88;17,34;<LOD;84,9;35629,75;198,01;885,27;46,52;<LOD;7,25;<LOD;4,14;500946,78;2717,77;33,72;1,88;37,63;1,94;<LOD;51,14;<LOD;1,5;<LOD;1,5;<LOD;1,5;140,84;9,91;409,73;9,53;9294,35;69,96;2,89;1,36;6452,29;67,47;15033,41;132,97;107,56;71,65;5431,52;47,83;15,36;9,62;408,43;17,65;42,36;7,14;<LOD;0,8;40,07;6,43;243,9;24,95;150,43;20,51;95768,84;1260,85;3614,59;87,14;313976,47;1249,41;335,59;25,85;<LOD;1648,13
879;09.11.2023 16:30;TestAll Geo;330,27;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;330,24;4,49;586;5,39;12,68;3,33;74,07;2,56;7,08;0,78;32,28;3,75;<LOD;2,13;9,6;3,06;<LOD;32,13;0,49;0,16;39,23;5,58;<LOD;34,52;<LOD;14,13;107,2;16,94;<LOD;95,65;33296,41;189,58;763,98;43,6;<LOD;6,88;<LOD;3,99;507646,34;2676,84;32,95;1,84;36,62;1,91;<LOD;49,35;<LOD;1,5;<LOD;1,5;<LOD;1,5;113,29;10,36;383,14;9,27;9304,13;69,58;3,06;1,46;6880,32;72,66;16296,72;143,75;<LOD;110,84;5562,86;45,9;40,39;9,26;440,3;17,03;44,88;6,81;<LOD;0,76;36,18;6,03;243,2;24,38;144,36;20;100933,6;1264,21;3072,21;79,79;305349,25;1225,8;318,5;24,55;<LOD;1579,35
880;09.11.2023 16:39;TestAll Geo;330,45;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;368,21;4,73;546,05;5,31;16,88;3,47;78,48;2,65;7,05;0,8;35,18;3,9;<LOD;2,16;11,42;3,22;<LOD;34,07;0,62;0,17;38,51;5,79;<LOD;36,92;<LOD;14,46;95,82;17,25;<LOD;99,9;36411,31;202,33;964,85;48,19;<LOD;7,12;<LOD;4,18;519938,47;2653,14;35,02;1,9;35,23;1,94;<LOD;50,13;<LOD;1,5;<LOD;1,5;<LOD;1,5;107,39;9,91;387,06;9,09;8872,24;67,16;2,38;1,4;6762,5;70,05;15101,5;135,7;<LOD;110,88;5067,73;44,79;67,19;9,47;454,75;17,34;52,82;6,96;<LOD;0,78;32,8;6,02;297,07;25,61;186,78;21;94432,95;1231,84;3312,26;82,9;298022,69;1226,03;315,84;25,03;<LOD;1593,31
881;09.11.2023 16:46;TestAll Geo;14,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;372,97;10,15;536,08;11,26;14,37;7,37;80,83;5,74;7,35;1,73;32,16;8,16;<LOD;4,66;15,76;6,95;<LOD;74,24;<LOD;0,49;37,89;12,29;<LOD;76,82;30,3;19,64;105,92;37,11;<LOD;209,41;36420,7;432,96;950,99;102,34;<LOD;22,09;<LOD;18,58;945576,31;1059,73;35,58;4,08;36,95;4,19;<LOD;109,56;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;254,7;886,98;165,34;11875,37;854,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
882;09.11.2023 17:00;TestAll Geo;330,13;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;379,06;4,39;232,48;3,42;<LOD;4,17;70,89;2,44;6,33;0,73;27,59;3,53;<LOD;2,1;8,03;2,88;<LOD;31,34;0,49;0,16;39,53;5,64;<LOD;34,75;31,57;8,93;103,79;16,81;<LOD;100,08;39694,89;204,55;610,24;40,81;<LOD;7,05;<LOD;4,13;528720,06;2468,69;29,18;1,76;24,35;1,7;<LOD;46,03;<LOD;1,5;<LOD;1,5;<LOD;1,5;55,6;8,08;188,35;6,86;6497,19;52,01;<LOD;1,68;5136,44;57,2;11206,71;110,95;<LOD;147,31;1842,39;32,17;23,69;9,05;434,74;16,97;43,2;6,79;<LOD;0,76;39,34;6,06;289,59;24,23;184,91;19,88;90325,66;1131,56;100,96;49,86;305584,09;1218,91;420,46;23,59;<LOD;1444,41
883;09.11.2023 17:06;TestAll Geo;330,34;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;330,64;4,33;225,08;3,51;<LOD;4,21;69,11;2,5;5,46;0,74;28,61;3,7;<LOD;2,32;6,53;3;<LOD;34,66;0,44;0,16;40,2;5,92;<LOD;38,47;19,21;9,52;105,76;18,24;<LOD;86,44;35127,26;201,09;776,21;45,06;<LOD;7,86;<LOD;4,56;495907,88;2868,84;27,87;1,82;22,9;1,75;<LOD;46,82;<LOD;1,5;<LOD;1,5;<LOD;1,5;63,67;7,12;234,87;7,9;4365,16;48,29;1,67;0,97;4331,6;49,22;10220,97;99,05;<LOD;189,53;1513,74;33,32;<LOD;14,23;381,07;17,95;24,07;7,16;<LOD;0,79;35,73;6,5;240,68;25,94;139,04;21,2;102538,07;1352,44;<LOD;90,18;326326,72;1311,25;469,04;30,04;<LOD;1756,87
884;09.11.2023 17:16;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;109,63;2,76;210,44;3,17;<LOD;4,88;161,53;3,26;5,33;0,71;25,37;3,35;<LOD;1,9;14,15;2,88;<LOD;32,02;0,41;0,15;169,62;8,16;<LOD;33,66;26,62;8,52;121,6;16,43;<LOD;100,64;44371,02;210,27;644,12;40,38;<LOD;6,96;<LOD;4,05;499777,34;3211,23;16,07;1,6;26,25;1,89;<LOD;47,41;<LOD;1,5;<LOD;1,5;<LOD;1,5;210,14;11,68;142,6;7,45;4653,91;48,72;24,14;2,85;23387,37;142,77;29286,74;214,29;580,46;116,04;619,81;25,8;23,33;8,97;477,64;17,22;62,81;6,95;<LOD;0,77;46,43;6,17;244,84;23,07;138,95;18,83;178261,53;1879,91;1966,97;78,34;199230,23;964,84;5060,88;52,47;<LOD;1795,59
